Pair.Name,Ligand.ApprovedSymbol,Ligand.Name,Receptor.ApprovedSymbol,Receptor.Name,DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor,PMID.Manual,Pair.Source,Pair.Evidence
CXCL11_CXCR3,CXCL11,chemokine (C-X-C motif) ligand 11,CXCR3,chemokine (C-X-C motif) receptor 3,,,,,,,CXCL11,CXCR3,,known,literature supported
CXCL12_ACKR3,CXCL12,chemokine (C-X-C motif) ligand 12,ACKR3,atypical chemokine receptor 3,,,,,,,CXCL12,CMKOR1,,known,literature supported
CXCL12_CCR4,CXCL12,chemokine (C-X-C motif) ligand 12,CCR4,chemokine (C-C motif) receptor 4,,,,,,,CXCL12,CCR4,,novel,putative
CXCL12_CD4,CXCL12,chemokine (C-X-C motif) ligand 12,CD4,CD4 molecule,,,,,,,CXCL12,,,novel,literature supported
CXCL12_CXCR3,CXCL12,chemokine (C-X-C motif) ligand 12,CXCR3,chemokine (C-X-C motif) receptor 3,,,,,,,CXCL12,CXCR3,,known,literature supported
CXCL12_CXCR4,CXCL12,chemokine (C-X-C motif) ligand 12,CXCR4,chemokine (C-X-C motif) receptor 4,,,,,,,CXCL12,CXCR4,,known,literature supported
CXCL12_ITGB1,CXCL12,chemokine (C-X-C motif) ligand 12,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,,,18448868,novel,literature supported
CXCL12_SDC4,CXCL12,chemokine (C-X-C motif) ligand 12,SDC4,syndecan 4,,,,,,,CXCL12,SDC4,,novel,putative
CXCL13_ACKR4,CXCL13,chemokine (C-X-C motif) ligand 13,ACKR4,atypical chemokine receptor 4,,,,,,,CXCL13,CCRL1,,novel,literature supported
CXCL13_CCR10,CXCL13,chemokine (C-X-C motif) ligand 13,CCR10,chemokine (C-C motif) receptor 10,,,,,,,CXCL13,CCR10,,novel,literature supported
CXCL13_CXCR3,CXCL13,chemokine (C-X-C motif) ligand 13,CXCR3,chemokine (C-X-C motif) receptor 3,,,,,,,CXCL13,CXCR3,,novel,literature supported
CXCL13_CXCR5,CXCL13,chemokine (C-X-C motif) ligand 13,CXCR5,chemokine (C-X-C motif) receptor 5,,,,,,,CXCL13,BLR1,,known,literature supported
CXCL13_HTR2A,CXCL13,chemokine (C-X-C motif) ligand 13,HTR2A,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled",,,,,,,CXCL13,HTR2A,,novel,putative
CXCL13_OPRD1,CXCL13,chemokine (C-X-C motif) ligand 13,OPRD1,"opioid receptor, delta 1",,,,,,,CXCL13,,,novel,putative
CXCL16_CXCR6,CXCL16,chemokine (C-X-C motif) ligand 16,CXCR6,chemokine (C-X-C motif) receptor 6,,,,,,,CXCL16,CXCR6,,known,literature supported
CXCL1_CXCR1,CXCL1,"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)",CXCR1,chemokine (C-X-C motif) receptor 1,,,,,,,CXCL1,IL8RA,,known,literature supported
CXCL1_CXCR2,CXCL1,"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)",CXCR2,chemokine (C-X-C motif) receptor 2,,,,,,,CXCL1,IL8RB,,known,literature supported
CXCL1_DARC,CXCL1,"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)",DARC,"Duffy blood group, atypical chemokine receptor",,,,,,,CXCL1,DARC,,known,literature supported
CXCL2_CXCR1,CXCL2,chemokine (C-X-C motif) ligand 2,CXCR1,chemokine (C-X-C motif) receptor 1,,,,,,,CXCL2,IL8RA,,known,literature supported
CXCL2_CXCR2,CXCL2,chemokine (C-X-C motif) ligand 2,CXCR2,chemokine (C-X-C motif) receptor 2,,,,,,,CXCL2,IL8RB,,known,literature supported
CXCL2_XCR1,CXCL2,chemokine (C-X-C motif) ligand 2,XCR1,chemokine (C motif) receptor 1,,,,,,,CXCL2,XCR1,,known,literature supported
CXCL3_CXCR1,CXCL3,chemokine (C-X-C motif) ligand 3,CXCR1,chemokine (C-X-C motif) receptor 1,,,,,,,CXCL3,IL8RA,,known,literature supported
CXCL3_CXCR2,CXCL3,chemokine (C-X-C motif) ligand 3,CXCR2,chemokine (C-X-C motif) receptor 2,,,,,,,CXCL3,IL8RB,,known,literature supported
CXCL5_CXCR1,CXCL5,chemokine (C-X-C motif) ligand 5,CXCR1,chemokine (C-X-C motif) receptor 1,,,,,,,CXCL5,IL8RA,,known,literature supported
CXCL5_CXCR2,CXCL5,chemokine (C-X-C motif) ligand 5,CXCR2,chemokine (C-X-C motif) receptor 2,,,,,,,CXCL5,IL8RB,,known,literature supported
CXCL5_DARC,CXCL5,chemokine (C-X-C motif) ligand 5,DARC,"Duffy blood group, atypical chemokine receptor",,,,,,,CXCL5,DARC,,novel,literature supported
CXCL6_CXCR1,CXCL6,chemokine (C-X-C motif) ligand 6,CXCR1,chemokine (C-X-C motif) receptor 1,,,,,,,CXCL6,IL8RA,,known,literature supported
CXCL6_CXCR2,CXCL6,chemokine (C-X-C motif) ligand 6,CXCR2,chemokine (C-X-C motif) receptor 2,,,,,,,CXCL6,IL8RB,,known,literature supported
CXCL9_CCR3,CXCL9,chemokine (C-X-C motif) ligand 9,CCR3,chemokine (C-C motif) receptor 3,,,,,,,CXCL9,CCR3,,known,literature supported
CXCL9_CXCR3,CXCL9,chemokine (C-X-C motif) ligand 9,CXCR3,chemokine (C-X-C motif) receptor 3,,,,,,,CXCL9,CXCR3,,known,literature supported
CYR61_CAV1,CYR61,"cysteine-rich, angiogenic inducer, 61",CAV1,"caveolin 1, caveolae protein, 22kDa",,,,,,,CYR61,,,novel,putative
CYR61_ITGA5,CYR61,"cysteine-rich, angiogenic inducer, 61",ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,,,,,,CYR61,ITGA5,,known,literature supported
CYR61_ITGAM,CYR61,"cysteine-rich, angiogenic inducer, 61",ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)",,,,,,,CYR61,ITGAM,,known,literature supported
CYR61_ITGAV,CYR61,"cysteine-rich, angiogenic inducer, 61",ITGAV,"integrin, alpha V",,,,,,,CYR61,ITGAV,,novel,literature supported
CYR61_ITGB2,CYR61,"cysteine-rich, angiogenic inducer, 61",ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)",,,,,,,CYR61,ITGB2,,known,literature supported
CYR61_ITGB3,CYR61,"cysteine-rich, angiogenic inducer, 61",ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,,,,,,CYR61,ITGB3,,known,literature supported
CYR61_ITGB5,CYR61,"cysteine-rich, angiogenic inducer, 61",ITGB5,"integrin, beta 5",,,,,,,CYR61,ITGB5,,novel,literature supported
DCN_EGFR,DCN,decorin,EGFR,epidermal growth factor receptor,,,,,,,,EGFR,,novel,literature supported
DCN_ERBB4,DCN,decorin,ERBB4,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4,,,,,,,,ERBB4,10942781,novel,literature supported
DCN_MET,DCN,decorin,MET,met proto-oncogene,,,,,,,,,10942781,novel,literature supported
DEFB103A_CCR6,DEFB103A,"defensin, beta 103A",CCR6,chemokine (C-C motif) receptor 6,,,,,,,,CCR6,,novel,literature supported
DEFB103B_CCR2,DEFB103B,"defensin, beta 103B",CCR2,chemokine (C-C motif) receptor 2,,,,,,,,,23390582,novel,literature supported
DEFB103B_CCR6,DEFB103B,"defensin, beta 103B",CCR6,chemokine (C-C motif) receptor 6,,,,,,,,,23390582,novel,literature supported
DEFB1_CCR6,DEFB1,"defensin, beta 1",CCR6,chemokine (C-C motif) receptor 6,,,,,,,DEFB1,CCR6,,novel,literature supported
DEFB4A_CCR6,DEFB4A,"defensin, beta 4A",CCR6,chemokine (C-C motif) receptor 6,,,,,,,,CCR6,,known,literature supported
DEFB4A_TLR4,DEFB4A,"defensin, beta 4A",TLR4,toll-like receptor 4,,,,,,,,TLR4,,novel,literature supported
DEFB4B_CCR6,DEFB4B,"defensin, beta 4B",CCR6,chemokine (C-C motif) receptor 6,,,,,,,,CCR6,,known,literature supported
DHH_BOC,DHH,desert hedgehog,BOC,"BOC cell adhesion associated, oncogene regulated",,,,,,,DHH,BOC,20519495,novel,literature supported
DHH_CDON,DHH,desert hedgehog,CDON,"cell adhesion associated, oncogene regulated",,,,,,,DHH,CDON,20519495,novel,literature supported
DHH_HHIP,DHH,desert hedgehog,HHIP,hedgehog interacting protein,,,,,,,DHH,HHIP,,known,literature supported
DHH_PTCH1,DHH,desert hedgehog,PTCH1,patched 1,,,,,,,DHH,PTCH,,novel,literature supported
DHH_PTCH2,DHH,desert hedgehog,PTCH2,patched 2,,,,,,,DHH,PTCH2,,known,literature supported
DKK1_KREMEN1,DKK1,dickkopf WNT signaling pathway inhibitor 1,KREMEN1,kringle containing transmembrane protein 1,,,,,,,DKK1,KREMEN1,,known,literature supported
DKK1_KREMEN2,DKK1,dickkopf WNT signaling pathway inhibitor 1,KREMEN2,kringle containing transmembrane protein 2,,,,,,,DKK1,KREMEN2,,known,literature supported
DKK1_LRP5,DKK1,dickkopf WNT signaling pathway inhibitor 1,LRP5,low density lipoprotein receptor-related protein 5,,,,,,,DKK1,LRP5,,novel,literature supported
DKK1_LRP6,DKK1,dickkopf WNT signaling pathway inhibitor 1,LRP6,low density lipoprotein receptor-related protein 6,,,,,,,DKK1,LRP6,,known,literature supported
DKK2_KREMEN2,DKK2,dickkopf WNT signaling pathway inhibitor 2,KREMEN2,kringle containing transmembrane protein 2,,,,,,,DKK2,KREMEN2,12527209,novel,literature supported
DKK2_LRP6,DKK2,dickkopf WNT signaling pathway inhibitor 2,LRP6,low density lipoprotein receptor-related protein 6,,,,,,,DKK2,LRP6,,known,literature supported
DLK1_NOTCH1,DLK1,delta-like 1 homolog (Drosophila),NOTCH1,notch 1,,,,,,,,NOTCH1,21419176,known,literature supported
DLK1_NOTCH2,DLK1,delta-like 1 homolog (Drosophila),NOTCH2,notch 2,,,,,,,,NOTCH2,,known,putative
DLK1_NOTCH3,DLK1,delta-like 1 homolog (Drosophila),NOTCH3,notch 3,,,,,,,,NOTCH3,,known,putative
DLK1_NOTCH4,DLK1,delta-like 1 homolog (Drosophila),NOTCH4,notch 4,,,,,,,,NOTCH4,,known,putative
DLK2_NOTCH1,DLK2,delta-like 2 homolog (Drosophila),NOTCH1,notch 1,,,,,,,,,21419176,novel,literature supported
DLL1_NOTCH1,DLL1,delta-like 1 (Drosophila),NOTCH1,notch 1,,,,,,,DLL1,NOTCH1,,known,literature supported
DLL1_NOTCH2,DLL1,delta-like 1 (Drosophila),NOTCH2,notch 2,,,,,,,DLL1,NOTCH2,,known,literature supported
DLL1_NOTCH3,DLL1,delta-like 1 (Drosophila),NOTCH3,notch 3,,,,,,,DLL1,NOTCH3,,known,literature supported
DLL1_NOTCH4,DLL1,delta-like 1 (Drosophila),NOTCH4,notch 4,,,,,,,DLL1,NOTCH4,,known,putative
DLL3_NOTCH1,DLL3,delta-like 3 (Drosophila),NOTCH1,notch 1,,,,,,,DLL3,NOTCH1,,known,putative
DLL3_NOTCH2,DLL3,delta-like 3 (Drosophila),NOTCH2,notch 2,,,,,,,DLL3,NOTCH2,,known,putative
DLL3_NOTCH3,DLL3,delta-like 3 (Drosophila),NOTCH3,notch 3,,,,,,,DLL3,NOTCH3,,known,putative
DLL3_NOTCH4,DLL3,delta-like 3 (Drosophila),NOTCH4,notch 4,,,,,,,DLL3,NOTCH4,,known,putative
DLL4_NOTCH1,DLL4,delta-like 4 (Drosophila),NOTCH1,notch 1,,,,,,,DLL4,NOTCH1,,known,literature supported
DLL4_NOTCH2,DLL4,delta-like 4 (Drosophila),NOTCH2,notch 2,,,,,,,DLL4,NOTCH2,22842086,known,literature supported
DLL4_NOTCH3,DLL4,delta-like 4 (Drosophila),NOTCH3,notch 3,,,,,,,DLL4,NOTCH3,18182388,known,literature supported
DLL4_NOTCH4,DLL4,delta-like 4 (Drosophila),NOTCH4,notch 4,,,,,,,DLL4,NOTCH4,,known,literature supported
DSCAM_DCC,DSCAM,Down syndrome cell adhesion molecule,DCC,deleted in colorectal carcinoma,,,,,,,,DCC,,novel,putative
DUSP18_CD151,DUSP18,dual specificity phosphatase 18,CD151,CD151 molecule (Raph blood group),,,,,,,DUSP18,CD151,,known,EXCLUDED not ligand
DUSP18_ITGA1,DUSP18,dual specificity phosphatase 18,ITGA1,"integrin, alpha 1",,,,,,,DUSP18,ITGA1,,known,EXCLUDED not ligand
DUSP18_ITGA2,DUSP18,dual specificity phosphatase 18,ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,,,,,,DUSP18,ITGA2,,known,EXCLUDED not ligand
DUSP18_ITGA3,DUSP18,dual specificity phosphatase 18,ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,,,,DUSP18,ITGA3,,known,EXCLUDED not ligand
DUSP18_ITGA6,DUSP18,dual specificity phosphatase 18,ITGA6,"integrin, alpha 6",,,,,,,DUSP18,ITGA6,,known,EXCLUDED not ligand
DUSP18_ITGA7,DUSP18,dual specificity phosphatase 18,ITGA7,"integrin, alpha 7",,,,,,,DUSP18,ITGA7,,known,EXCLUDED not ligand
DUSP18_ITGB1,DUSP18,dual specificity phosphatase 18,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,DUSP18,ITGB1,,known,EXCLUDED not ligand
DUSP18_ITGB4,DUSP18,dual specificity phosphatase 18,ITGB4,"integrin, beta 4",,,,,,,DUSP18,ITGB4,,known,EXCLUDED not ligand
DUSP18_RPSA,DUSP18,dual specificity phosphatase 18,RPSA,ribosomal protein SA,,,,,,,DUSP18,RPSA,,known,EXCLUDED not ligand
EBI3_IL27RA,EBI3,Epstein-Barr virus induced 3,IL27RA,"interleukin 27 receptor, alpha",,,,,,,,,,novel,literature supported
EBI3_IL6ST,EBI3,Epstein-Barr virus induced 3,IL6ST,"interleukin 6 signal transducer (gp130, oncostatin M receptor)",,,,,,,,IL6ST,,novel,putative
ECM1_CACHD1,ECM1,extracellular matrix protein 1,CACHD1,cache domain containing 1,,,,,,,,,,novel,putative
EDA_EDA2R,EDA,ectodysplasin A,EDA2R,ectodysplasin A2 receptor,,,,,,,EDA,EDA2R,,known,literature supported
EDA_EDAR,EDA,ectodysplasin A,EDAR,ectodysplasin A receptor,,,,,,,EDA,EDAR,,known,literature supported
EDIL3_ITGAV,EDIL3,EGF-like repeats and discoidin I-like domains 3,ITGAV,"integrin, alpha V",,,,,,,,ITGAV,,novel,literature supported
EDIL3_ITGB5,EDIL3,EGF-like repeats and discoidin I-like domains 3,ITGB5,"integrin, beta 5",,,,,,,,ITGB5,,novel,putative
EDN1_EDNRA,EDN1,endothelin 1,EDNRA,endothelin receptor type A,,,,,,,EDN1,EDNRA,,known,literature supported
EDN1_EDNRB,EDN1,endothelin 1,EDNRB,endothelin receptor type B,,,,,,,EDN1,EDNRB,,novel,literature supported
EDN1_ELTD1,EDN1,endothelin 1,ELTD1,"EGF, latrophilin and seven transmembrane domain containing 1",,,,,,,EDN1,ELTD1,,novel,putative
EDN1_KEL,EDN1,endothelin 1,KEL,"Kell blood group, metallo-endopeptidase",,,,,,,EDN1,,,novel,literature supported
EDN2_EDNRA,EDN2,endothelin 2,EDNRA,endothelin receptor type A,,,,,,,EDN2,EDNRA,,known,literature supported
EDN2_EDNRB,EDN2,endothelin 2,EDNRB,endothelin receptor type B,,,,,,,EDN2,EDNRB,14659083,novel,literature supported
EDN2_KEL,EDN2,endothelin 2,KEL,"Kell blood group, metallo-endopeptidase",,,,,,,EDN2,,,novel,literature supported
EDN3_EDNRA,EDN3,endothelin 3,EDNRA,endothelin receptor type A,,,,,,,EDN3,EDNRA,,novel,literature supported
EDN3_EDNRB,EDN3,endothelin 3,EDNRB,endothelin receptor type B,,,,,,,EDN3,EDNRB,,known,literature supported
EDN3_KEL,EDN3,endothelin 3,KEL,"Kell blood group, metallo-endopeptidase",,,,,,,EDN3,,,novel,literature supported
EFEMP1_EGFR,EFEMP1,EGF containing fibulin-like extracellular matrix protein 1,EGFR,epidermal growth factor receptor,,,,,,,,EGFR,19804359,novel,literature supported
EFEMP2_AQP1,EFEMP2,EGF containing fibulin-like extracellular matrix protein 2,AQP1,aquaporin 1 (Colton blood group),,,,,,,,,,novel,literature supported
EFEMP2_CATSPER1,EFEMP2,EGF containing fibulin-like extracellular matrix protein 2,CATSPER1,"cation channel, sperm associated 1",,,,,,,,,,novel,literature supported
EFEMP2_LINGO1,EFEMP2,EGF containing fibulin-like extracellular matrix protein 2,LINGO1,leucine rich repeat and Ig domain containing 1,,,,,,,,LRRN6A,,novel,literature supported
EFEMP2_PLSCR4,EFEMP2,EGF containing fibulin-like extracellular matrix protein 2,PLSCR4,phospholipid scramblase 4,,,,,,,,,,novel,literature supported
EFNA1_EPHA1,EFNA1,ephrin-A1,EPHA1,EPH receptor A1,,,,,,,EFNA1,EPHA1,,known,literature supported
EFNA1_EPHA2,EFNA1,ephrin-A1,EPHA2,EPH receptor A2,,,,,,,EFNA1,EPHA2,,known,literature supported
EFNA1_EPHA3,EFNA1,ephrin-A1,EPHA3,EPH receptor A3,,,,,,,EFNA1,EPHA3,,known,literature supported
EFNA1_EPHA4,EFNA1,ephrin-A1,EPHA4,EPH receptor A4,,,,,,,EFNA1,EPHA4,,known,literature supported
EFNA1_EPHA5,EFNA1,ephrin-A1,EPHA5,EPH receptor A5,,,,,,,EFNA1,EPHA5,,known,literature supported
EFNA1_EPHA6,EFNA1,ephrin-A1,EPHA6,EPH receptor A6,,,,,,,EFNA1,EPHA6,,known,literature supported
EFNA1_EPHA7,EFNA1,ephrin-A1,EPHA7,EPH receptor A7,,,,,,,EFNA1,EPHA7,,known,literature supported
EFNA1_EPHA8,EFNA1,ephrin-A1,EPHA8,EPH receptor A8,,,,,,,EFNA1,EPHA8,,known,literature supported
EFNA1_EPHB1,EFNA1,ephrin-A1,EPHB1,EPH receptor B1,,,,,,,EFNA1,EPHB1,,novel,literature supported
EFNA1_EPHB6,EFNA1,ephrin-A1,EPHB6,EPH receptor B6,,,,,,,EFNA1,EPHB6,,novel,putative
EFNA2_EPHA1,EFNA2,ephrin-A2,EPHA1,EPH receptor A1,,,,,,,EFNA2,EPHA1,,known,putative
EFNA2_EPHA2,EFNA2,ephrin-A2,EPHA2,EPH receptor A2,,,,,,,EFNA2,EPHA2,,known,literature supported
EFNA2_EPHA3,EFNA2,ephrin-A2,EPHA3,EPH receptor A3,,,,,,,EFNA2,EPHA3,,known,literature supported
EFNA2_EPHA4,EFNA2,ephrin-A2,EPHA4,EPH receptor A4,,,,,,,EFNA2,EPHA4,,known,literature supported
EFNA2_EPHA5,EFNA2,ephrin-A2,EPHA5,EPH receptor A5,,,,,,,EFNA2,EPHA5,,known,literature supported
EFNA2_EPHA6,EFNA2,ephrin-A2,EPHA6,EPH receptor A6,,,,,,,EFNA2,EPHA6,,known,literature supported
EFNA2_EPHA7,EFNA2,ephrin-A2,EPHA7,EPH receptor A7,,,,,,,EFNA2,EPHA7,,known,literature supported
EFNA2_EPHA8,EFNA2,ephrin-A2,EPHA8,EPH receptor A8,,,,,,,EFNA2,EPHA8,,known,literature supported
EFNA3_EPHA1,EFNA3,ephrin-A3,EPHA1,EPH receptor A1,,,,,,,EFNA3,EPHA1,16466970,known,literature supported
EFNA3_EPHA2,EFNA3,ephrin-A3,EPHA2,EPH receptor A2,,,,,,,EFNA3,EPHA2,,known,literature supported
EFNA3_EPHA3,EFNA3,ephrin-A3,EPHA3,EPH receptor A3,,,,,,,EFNA3,EPHA3,,known,literature supported
EFNA3_EPHA4,EFNA3,ephrin-A3,EPHA4,EPH receptor A4,,,,,,,EFNA3,EPHA4,,known,literature supported
EFNA3_EPHA5,EFNA3,ephrin-A3,EPHA5,EPH receptor A5,,,,,,,EFNA3,EPHA5,,known,literature supported
EFNA3_EPHA6,EFNA3,ephrin-A3,EPHA6,EPH receptor A6,,,,,,,EFNA3,EPHA6,,known,literature supported
EFNA3_EPHA7,EFNA3,ephrin-A3,EPHA7,EPH receptor A7,,,,,,,EFNA3,EPHA7,,known,literature supported
EFNA3_EPHA8,EFNA3,ephrin-A3,EPHA8,EPH receptor A8,,,,,,,EFNA3,EPHA8,,known,literature supported
EFNA3_EPHB1,EFNA3,ephrin-A3,EPHB1,EPH receptor B1,,,,,,,EFNA3,EPHB1,,known,literature supported
EFNA3_EPHB6,EFNA3,ephrin-A3,EPHB6,EPH receptor B6,,,,,,,EFNA3,EPHB6,,novel,putative
EFNA4_EPHA1,EFNA4,ephrin-A4,EPHA1,EPH receptor A1,,,,,,,EFNA4,EPHA1,,known,putative
EFNA4_EPHA2,EFNA4,ephrin-A4,EPHA2,EPH receptor A2,,,,,,,EFNA4,EPHA2,,known,literature supported
EFNA4_EPHA3,EFNA4,ephrin-A4,EPHA3,EPH receptor A3,,,,,,,EFNA4,EPHA3,8755474,known,literature supported
EFNA4_EPHA4,EFNA4,ephrin-A4,EPHA4,EPH receptor A4,,,,,,,EFNA4,EPHA4,,known,literature supported
EFNA4_EPHA5,EFNA4,ephrin-A4,EPHA5,EPH receptor A5,,,,,,,EFNA4,EPHA5,,known,literature supported
EFNA4_EPHA6,EFNA4,ephrin-A4,EPHA6,EPH receptor A6,,,,,,,EFNA4,EPHA6,,known,literature supported
EFNA4_EPHA7,EFNA4,ephrin-A4,EPHA7,EPH receptor A7,,,,,,,EFNA4,EPHA7,,known,literature supported
EFNA4_EPHA8,EFNA4,ephrin-A4,EPHA8,EPH receptor A8,,,,,,,EFNA4,EPHA8,,known,literature supported
EFNA5_EPHA1,EFNA5,ephrin-A5,EPHA1,EPH receptor A1,,,,,,,EFNA5,EPHA1,,known,putative
EFNA5_EPHA2,EFNA5,ephrin-A5,EPHA2,EPH receptor A2,,,,,,,EFNA5,EPHA2,,known,literature supported
EFNA5_EPHA3,EFNA5,ephrin-A5,EPHA3,EPH receptor A3,,,,,,,EFNA5,EPHA3,,known,literature supported
EFNA5_EPHA4,EFNA5,ephrin-A5,EPHA4,EPH receptor A4,,,,,,,EFNA5,EPHA4,,known,literature supported
EFNA5_EPHA5,EFNA5,ephrin-A5,EPHA5,EPH receptor A5,,,,,,,EFNA5,EPHA5,,known,literature supported
EFNA5_EPHA6,EFNA5,ephrin-A5,EPHA6,EPH receptor A6,,,,,,,EFNA5,EPHA6,,known,literature supported
EFNA5_EPHA7,EFNA5,ephrin-A5,EPHA7,EPH receptor A7,,,,,,,EFNA5,EPHA7,,known,literature supported
EFNA5_EPHA8,EFNA5,ephrin-A5,EPHA8,EPH receptor A8,,,,,,,EFNA5,EPHA8,,known,literature supported
EFNA5_EPHB1,EFNA5,ephrin-A5,EPHB1,EPH receptor B1,,,,,,,EFNA5,EPHB1,,novel,literature supported
EFNA5_EPHB2,EFNA5,ephrin-A5,EPHB2,EPH receptor B2,,,,,,,EFNA5,EPHB2,,known,literature supported
EFNA5_EPHB6,EFNA5,ephrin-A5,EPHB6,EPH receptor B6,,,,,,,EFNA5,EPHB6,15107857,novel,literature supported
EFNB1_EPHA4,EFNB1,ephrin-B1,EPHA4,EPH receptor A4,,,,,,,EFNB1,EPHA4,,known,putative
EFNB1_EPHA6,EFNB1,ephrin-B1,EPHA6,EPH receptor A6,,,,,,,EFNB1,EPHA6,,novel,putative
EFNB1_EPHB1,EFNB1,ephrin-B1,EPHB1,EPH receptor B1,,,,,,,EFNB1,EPHB1,,known,literature supported
EFNB1_EPHB2,EFNB1,ephrin-B1,EPHB2,EPH receptor B2,,,,,,,EFNB1,EPHB2,,known,literature supported
EFNB1_EPHB3,EFNB1,ephrin-B1,EPHB3,EPH receptor B3,,,,,,,EFNB1,EPHB3,,known,literature supported
EFNB1_EPHB4,EFNB1,ephrin-B1,EPHB4,EPH receptor B4,,,,,,,EFNB1,EPHB4,,known,literature supported
EFNB1_EPHB6,EFNB1,ephrin-B1,EPHB6,EPH receptor B6,,,,,,,EFNB1,EPHB6,,known,literature supported
EFNB1_ERBB2,EFNB1,ephrin-B1,ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2,,,,,,,EFNB1,ERBB2,22279592,novel,literature supported
EFNB2_EPHA3,EFNB2,ephrin-B2,EPHA3,EPH receptor A3,,,,,,,EFNB2,EPHA3,,novel,literature supported
EFNB2_EPHA4,EFNB2,ephrin-B2,EPHA4,EPH receptor A4,,,,,,,EFNB2,EPHA4,,known,literature supported
EFNB2_EPHA6,EFNB2,ephrin-B2,EPHA6,EPH receptor A6,,,,,,,EFNB2,EPHA6,10648835,novel,literature supported
EFNB2_EPHB1,EFNB2,ephrin-B2,EPHB1,EPH receptor B1,,,,,,,EFNB2,EPHB1,,known,literature supported
EFNB2_EPHB2,EFNB2,ephrin-B2,EPHB2,EPH receptor B2,,,,,,,EFNB2,EPHB2,,known,literature supported
EFNB2_EPHB3,EFNB2,ephrin-B2,EPHB3,EPH receptor B3,,,,,,,EFNB2,EPHB3,,known,literature supported
EFNB2_EPHB4,EFNB2,ephrin-B2,EPHB4,EPH receptor B4,,,,,,,EFNB2,EPHB4,,known,literature supported
EFNB2_EPHB6,EFNB2,ephrin-B2,EPHB6,EPH receptor B6,,,,,,,EFNB2,EPHB6,,known,literature supported
EFNB2_GRM1,EFNB2,ephrin-B2,GRM1,"glutamate receptor, metabotropic 1",,,,,,,EFNB2,GRM1,,novel,literature supported
EFNB2_GRM5,EFNB2,ephrin-B2,GRM5,"glutamate receptor, metabotropic 5",,,,,,,EFNB2,GRM5,,novel,literature supported
EFNB2_PECAM1,EFNB2,ephrin-B2,PECAM1,platelet/endothelial cell adhesion molecule 1,,,,,,,EFNB2,,,novel,literature supported
EFNB2_RHBDL2,EFNB2,ephrin-B2,RHBDL2,"rhomboid, veinlet-like 2 (Drosophila)",,,,,,,EFNB2,,,novel,literature supported
EFNB3_EPHA4,EFNB3,ephrin-B3,EPHA4,EPH receptor A4,,,,,,,EFNB3,EPHA4,,known,literature supported
EFNB3_EPHB1,EFNB3,ephrin-B3,EPHB1,EPH receptor B1,,,,,,,EFNB3,EPHB1,,known,putative
EFNB3_EPHB2,EFNB3,ephrin-B3,EPHB2,EPH receptor B2,,,,,,,EFNB3,EPHB2,,known,literature supported
EFNB3_EPHB3,EFNB3,ephrin-B3,EPHB3,EPH receptor B3,,,,,,,EFNB3,EPHB3,,known,literature supported
EFNB3_EPHB4,EFNB3,ephrin-B3,EPHB4,EPH receptor B4,,,,,,,EFNB3,EPHB4,8755474,known,literature supported
EFNB3_EPHB6,EFNB3,ephrin-B3,EPHB6,EPH receptor B6,,,,,,,EFNB3,EPHB6,,known,putative
EFNB3_RHBDL2,EFNB3,ephrin-B3,RHBDL2,"rhomboid, veinlet-like 2 (Drosophila)",,,,,,,EFNB3,,,novel,literature supported
EGFL8_NCR3,EGFL8,"EGF-like-domain, multiple 8",NCR3,natural cytotoxicity triggering receptor 3,,,,,,,,NCR3,,novel,putative
